dst_port,flow_duration,fwd_bytes,bwd_bytes,flow_packets_per_sec,syn_flag_count,label
25,1396022.49078049,1022.2653544949546,3543.382584971426,30.18655000563033,0,NORMAL
443,10128486.34193113,494.8636828593058,1077.0274413789568,106.33592822647068,0,NORMAL
53,2964455.0631548627,566.3197246447977,10103.215889034542,29.181532459930757,2,NORMAL
1337,43132.48026276343,474.2385663995059,15.76735881038824,1790.6673875184506,6,EXFILTRATION
110,4030769.837224188,1728.2693320334558,7016.065093997428,12.81640016144681,1,NORMAL
3389,88729.89280922775,411.36783618373215,107.73249567211272,1076.470791363497,7,BRUTE_FORCE
443,16043655.733968034,827.8205506240238,973.0756572002701,6.862526754594511,1,NORMAL
8080,579685.5184098787,140.68417919145858,21.40839563049292,749.7237069828636,9,C2_BEACON
80,825718.9979727688,675.880077663346,3554.4623928989195,166.0577049293462,1,NORMAL
4444,63130.84086046208,302.1998594746062,4.067043641474389,672.9265418442482,10,BRUTE_FORCE
443,1440802.4648555154,12107.539794426963,11638.155290425128,50.75920531402598,1,NORMAL
80,6726976.211605292,2049.9922722814836,1844.0310833994013,103.74857153661854,1,NORMAL
443,3864883.1609652517,250.4709076067221,1688.7973749327598,0.4517492827520013,2,NORMAL
3389,51610.604447835896,49.12516870421686,0.10877243725714246,205.44117040019896,7,EXFILTRATION
8080,222336.2096269594,422.3570332554015,0.7200285777959295,526.2179246089717,4,BRUTE_FORCE
25,425604.29847425787,144.74304780574587,1002.5676468793276,45.19461770938822,0,NORMAL
443,3834425.8161250823,1298.0927718244934,1249.7987306517914,72.07870492559921,1,NORMAL
1337,171320.17692116316,4.193248167798662,15.267444512994455,78.57741121285756,8,EXFILTRATION
110,9896852.59238518,3148.308578777716,2575.464709249876,37.70911007343679,2,NORMAL
3389,4477.719282665942,44.35164621185838,255.0112528697506,480.3620691431581,11,EXFILTRATION
1337,47814.00034360494,10.823743604148573,44.939561191728885,119.9961590976736,16,PORTSCAN
110,2494807.0508906385,2102.0485091603387,1386.2586814906895,18.002989904264584,1,NORMAL
4444,193597.9338084883,27.798815302589716,3.936328543142091,514.886279770552,8,PORTSCAN
53,2003551.7767770356,863.7189252997277,230.50140059176573,18.178729924916198,1,NORMAL
110,6649961.5676075155,744.2813401703733,5459.883975897089,40.21173117941078,0,NORMAL
110,14340729.435735742,5850.431897136972,942.0260960701028,112.61220978510258,0,NORMAL
110,12086290.118397025,2486.408598408469,1665.4390635449975,31.420593796456597,0,NORMAL
22,59238.906620722686,6000.519318738985,47.779383762847644,1276.8380103450543,9,PORTSCAN
110,1141184.9327172884,672.393560645196,40148.932077259014,8.440461087761287,0,NORMAL
1337,91748.61685498216,2.2072815359977747,27.32225907783381,94.57072364402097,5,C2_BEACON
22,219293.3271317304,79.5634053924922,618.7592851377183,231.65761238534571,9,BRUTE_FORCE
25,8140389.102622788,2282.848575670151,9954.560134217592,113.02472409294069,0,NORMAL
4444,130629.77313867434,89.45905593568276,0.8731155275953609,230.4524491059727,8,BRUTE_FORCE
25,9434916.819182005,791.069810073146,35736.83708456676,67.71695431979836,1,NORMAL
22,143285.9260416269,20.57911011975079,3.361006120529979,18.707370420156956,7,EXFILTRATION
80,3406208.371930823,2121.438365936343,689.1803183644506,29.38385845272718,0,NORMAL
3389,149280.688213071,9.973789656440985,3.919713406070386,430.2209323083505,4,EXFILTRATION
80,6707351.485804724,1196.0276768989092,2884.529991061759,13.968281640229781,0,NORMAL
53,19144263.70588309,726.3825218109843,7738.984458962473,44.150991405653116,0,NORMAL
25,5498617.38592762,2368.5899728614945,1531.2655250283515,24.127345448121247,0,NORMAL
22,298450.74382846616,1843.1937426909935,8.094954015351588,223.82159691742626,7,BRUTE_FORCE
8080,125679.42750849623,14.522623808856434,15.476644515484649,406.337890528646,6,C2_BEACON
8080,281226.07758316176,27.95234575626347,0.45355294005105007,425.03741881843325,7,PORTSCAN
8080,49788.495638367844,299.27852136275516,29.16750213327277,1771.782561194335,5,BRUTE_FORCE
1337,123902.0305763669,75.36438329450728,13.941857898238684,402.77626308585053,7,PORTSCAN
443,3364623.873466977,217.6369069955845,6197.436062434231,0.34720752426595314,0,NORMAL
25,13559774.851595836,3503.448501280703,44716.729243967646,13.383257663895975,3,NORMAL
80,8130494.02546496,1988.4906963592512,5588.2512939764865,16.1193672931776,4,NORMAL
8080,59886.24150476966,13.281371700435432,152.78402631428398,236.97095338474205,5,C2_BEACON
8080,312084.4484024846,302.6124334358889,20.287401488221533,648.0597932355823,10,BRUTE_FORCE
8080,112173.45719801124,12.038495075493103,2.829638708374982,1076.7366328992841,6,BRUTE_FORCE
8080,112231.59264548148,20.80199946286139,424.0035986249379,567.5645239565748,11,PORTSCAN
443,9882464.35769033,449.6441580884618,26294.192945653434,84.61505517501153,0,NORMAL
1337,245406.55593830522,211.3350920940125,94.6428322225374,233.0720675934937,7,C2_BEACON
443,3404581.564914727,2254.4002033758607,3572.572323886276,41.65656580424562,1,NORMAL
4444,204593.33931185197,181.38771135047133,6.759470275819807,406.4868223060831,15,C2_BEACON
3389,53873.66338375516,24.37613459318621,35.26680934211875,1234.4087799758956,11,EXFILTRATION
53,165048.2219839466,407.03894330790024,2174.2305333991467,42.041730500629996,1,NORMAL
443,9538593.09645895,408.2979518382225,1053.755084749424,193.79563997823445,2,NORMAL
1337,159331.20781103324,6.2548019339012795,19.428579569305153,329.8569501147128,7,C2_BEACON
3389,122836.45291550174,103.74232234703685,41.552640629604696,427.9368552858595,7,PORTSCAN
53,191450.12551766308,1468.7527176524604,2177.90641037843,8.74982770862727,0,NORMAL
1337,76014.74896406509,87.42668015781327,24.922420357752085,544.8313191996675,7,C2_BEACON
1337,30388.913623602904,234.74080625029097,3.46252831700501,28.02254855885697,11,PORTSCAN
110,1890522.8884398362,1060.9627171407917,13870.55565959593,8.826840095081604,1,NORMAL
53,6034313.166710486,701.5954481233641,610.665240887877,53.61745014945352,1,NORMAL
8080,379606.5991418905,12.427570533263847,70.83362223033883,16.542994519030504,11,BRUTE_FORCE
25,18067997.18371234,1627.430043457176,742.0735188672946,10.56487613804531,0,NORMAL
4444,100084.5131530989,108.17891999060926,14.977053222111241,240.058262215065,12,BRUTE_FORCE
25,10050908.73080961,1175.8002627456212,731.8237324317274,18.71908042266187,1,NORMAL
443,1392782.7212950536,412.4278017714793,1757.4324336906548,8.346669922717563,1,NORMAL
110,1486093.7046330227,92.06491088589208,8863.600676288428,14.671254238317777,2,NORMAL
8080,298349.2644276556,25.00644347753852,24.814422562348074,1511.41193129174,5,BRUTE_FORCE
80,679290.921662971,811.9433806075746,436.9299373821933,23.352283372805218,1,NORMAL
4444,85066.47900884198,381.9625659766818,2.0212079741786346,1748.2170764777004,6,C2_BEACON
1337,480561.7683357665,48.73495073356704,3.635029462247693,727.8623538641407,12,EXFILTRATION
53,14415704.861035736,1503.457810114184,1184.7038477098995,3.678617155252379,1,NORMAL
443,4403241.902655742,1022.4635334689744,5674.769771032452,109.45625788943917,0,NORMAL
25,2756573.309354759,857.6119140673334,2166.308758806931,0.4871236237467962,0,NORMAL
110,2679408.3582809772,11609.909261333401,7470.9072839967575,34.43375367788895,1,NORMAL
3389,89059.58118521831,512.5006780170937,4.760786704704227,1675.840345477668,7,EXFILTRATION
53,2502356.5884951847,263.9691921175727,1665.7876375537498,48.104617724864305,1,NORMAL
3389,406129.99594495614,49.03418138434068,255.3148558223034,58.89752891986728,11,BRUTE_FORCE
25,2621584.9686798486,1095.966079510965,4682.517394853238,102.14738072061525,0,NORMAL
53,4572702.409857454,515.1721501102676,1110.4924826821957,14.578788452817767,0,NORMAL
8080,25866.59613628646,13.848833128472503,16.291465152164005,358.3274182842565,3,PORTSCAN
1337,118205.27162178975,95.39904054155531,117.34836789032299,76.36035063006787,8,EXFILTRATION
4444,545907.9347189954,906.9862298645479,14.291569890601243,1068.1258798147353,5,PORTSCAN
110,701909.6948831864,724.4186645344558,480.6475053979971,0.13662371615009583,3,NORMAL
8080,23137.86451094206,30.986026396108226,80.77797317212264,111.06904955525944,14,C2_BEACON
443,1325420.4188196105,996.2511040067225,3123.467349248033,4.94389821483014,3,NORMAL
1337,140389.94624366373,278.00688068423784,763.1190508988401,1162.5319888253455,7,PORTSCAN
443,4300511.457011099,1170.3107972470402,22349.082971996606,14.111716423818319,0,NORMAL
4444,257400.46019295216,25.79106152690377,1.0156781741356329,741.1782044720235,8,PORTSCAN
1337,622284.2468230206,490.6356620855897,10.395313938690071,716.2451504214732,10,BRUTE_FORCE
80,8745358.995806877,710.9559218623999,7067.01258990332,40.15666291396987,0,NORMAL
8080,112611.1015808948,48.20919995379675,12.478993379379103,555.6374741867672,6,EXFILTRATION
4444,169338.42657785324,32.831215977778484,34.81196133941682,1152.4122049665687,10,C2_BEACON
1337,22457.802052563962,8.416692590955432,5.963577280014643,941.7832686152431,10,C2_BEACON
80,4084163.828959275,1749.7920218236814,7712.24711713953,71.56889704367016,1,NORMAL
110,4229789.715639278,643.5475507037374,2886.80155135049,41.87087001948019,1,NORMAL
110,416812.84341003944,1240.188512838334,3377.380801389312,20.681073723603433,1,NORMAL
22,33265.59208517952,14.969423091117337,10.471015771478951,484.5586716731364,7,PORTSCAN
8080,199051.63114752504,8.502403214648545,19.728207246332737,2538.308895229849,7,BRUTE_FORCE
25,9640256.107544629,754.1640873359426,851.7515051799821,111.81731599237561,0,NORMAL
3389,99572.4510712553,2610.4173847101724,0.7790195927050338,588.2780069140475,8,EXFILTRATION
1337,114296.93768338436,109.93504186376191,4.3552869553690075,1179.0069458162009,6,C2_BEACON
3389,439380.1255690186,112.20309857447106,0.5034899412161875,632.195138906416,10,C2_BEACON
22,275932.99620073324,290.4889773532699,151.13784010274532,987.4957598336925,6,C2_BEACON
25,1375682.7230918526,424.644056855054,5448.467902048173,17.29241059137758,2,NORMAL
4444,69620.25132226598,6.905356260428144,7.204085845649063,402.24753428086484,12,C2_BEACON
80,936230.0106838194,860.2916078674859,2156.649787018542,35.64539374240789,0,NORMAL
25,1306783.262156281,1291.2426844205443,7450.762800778128,5.542903227080184,1,NORMAL
25,2039905.6278187637,575.4222627937423,2836.2851955571928,10.537520265912075,0,NORMAL
8080,77331.61888672704,182.59904392331887,3.2595129166568175,480.99220451411986,5,BRUTE_FORCE
443,1135.3199766673677,447.480272155669,5750.532764545991,13.414133058765115,2,NORMAL
25,3369787.326945151,1663.8226956184253,3738.1077395137895,21.342484089606405,0,NORMAL
53,68884.40838807922,826.2092866702856,537.1725626865983,5.103617408863825,1,NORMAL
3389,229518.23431837268,1655.8779300785925,0.5682579488706628,1190.907197571117,7,BRUTE_FORCE
3389,22894.420138322967,128.8751518536503,1.4933616297333694,753.4473726725641,8,C2_BEACON
8080,52695.818173243824,11.904129146906552,46.529064319188095,881.207556090974,6,PORTSCAN
110,1055962.417696199,963.2634513649593,7877.889155842366,21.388685526270525,2,NORMAL
443,9134851.765064849,1279.2533183767396,1389.3091255117436,288.99360140632024,1,NORMAL
4444,62901.5340087824,3.1829090216589733,26.475617631752097,987.4489222895446,9,PORTSCAN
3389,29155.38984230934,176.66183630880553,1901.9422480859346,442.30527200054655,7,EXFILTRATION
8080,96995.75877556141,207.95263185843012,16.552386984436584,290.77355378624793,9,PORTSCAN
25,7671779.131143475,1201.3102879041055,1401.0265145942421,18.1147987338949,0,NORMAL
53,2523494.0346435593,799.4444419595939,2009.2769790793402,23.458430758719047,0,NORMAL
53,2320274.1564568235,374.2398686595129,2939.714840654509,29.40733377419017,2,NORMAL
1337,83027.83891889508,163.51569677181737,84.26592095979098,749.2781042105815,8,BRUTE_FORCE
53,17918942.53287601,2610.7543798979123,1485.941019115425,63.770620880741525,1,NORMAL
4444,11333.109816048922,3.327286636572404,11.416473718271927,226.25954359376797,14,BRUTE_FORCE
1337,343571.5411296609,7.274896673416848,1.5324669514631974,341.6287777270127,6,C2_BEACON
53,476695.8756451524,2291.0450477215722,1863.918507749732,2.87869865209211,1,NORMAL
8080,512194.1282876906,46.40614554369573,50.000117266816055,4.837538404303502,10,PORTSCAN
25,1903392.5106088424,105.37460442432373,269.47130328486776,75.57550447960772,1,NORMAL
8080,1059368.7028299738,16.092480107216737,152.539739344595,50.31344628516289,2,EXFILTRATION
4444,61458.41351737788,1100.1367805362884,409.38942362019316,607.8364350610987,2,EXFILTRATION
443,322326.36458293314,2964.7803737131285,1184.4161332983874,9.568176480281624,2,NORMAL
4444,249636.27874138998,2827.289596249352,190.68909842835131,90.25409581251864,7,BRUTE_FORCE
53,2761468.527604996,4752.577546348194,2759.2741948583357,3.825754918090676,0,NORMAL
53,4523866.194801905,3617.673922622033,3069.824288178661,4.804981214142689,1,NORMAL
3389,90630.59565531796,26.936225438417246,7.246997401997257,432.94346594112415,12,PORTSCAN
53,1076024.5406848628,2587.042033906727,2973.413754501381,11.32092670455018,0,NORMAL
80,7888180.037904565,1879.0153274893762,542.5116847275289,79.44851898271952,3,NORMAL
80,1928750.395181092,4599.141891829253,15082.746228188542,20.61263350637779,3,NORMAL
22,220377.1132284203,15.486957044382239,17.48020207478535,620.3618254534787,10,EXFILTRATION
53,2051.8681545813147,607.7632336592202,2647.451741103115,112.5308186440104,1,NORMAL
80,17011911.419677436,289.968919865254,2415.279249648194,92.77006494965771,1,NORMAL
80,7347806.365936591,679.5601382011581,6066.417910807121,62.648092698122795,1,NORMAL
25,3944943.1642658357,717.884923904297,3969.039287687936,103.55665671310501,2,NORMAL
110,1567528.2647530253,295.1581486068911,2101.4893626645053,32.1939505847178,1,NORMAL
1337,123451.25448801665,4602.094243166736,43.26536620752478,14.859403258983875,8,PORTSCAN
4444,17944.785946324773,18.572496489147003,32.69470337906316,182.23582514389906,5,PORTSCAN
443,17421016.87384098,1655.656687368841,2011.9101541510286,57.49403167401118,1,NORMAL
80,3039452.249821176,2183.5619503310695,1758.9294156345654,52.53986846111053,1,NORMAL
8080,121828.06361234507,16.862873931168828,6.282114218661997,402.32987111411165,7,BRUTE_FORCE
53,2214365.071763801,611.7219605397293,1690.4824942595094,24.49876630183744,1,NORMAL
1337,207202.11791464963,378.7260539920052,90.59878785526828,154.93740472125754,7,BRUTE_FORCE
110,4395309.661438341,964.0301994124973,13394.38467972173,37.28375580851736,0,NORMAL
1337,47705.2440725702,122.63641441061203,58.09732548832528,406.3747167618925,9,PORTSCAN
53,14031231.299839461,776.5770796751648,1175.6132018835656,27.15292988737052,1,NORMAL
110,1403304.539900747,2467.384033452796,773.8040298263497,8.778321177864111,0,NORMAL
4444,96113.83153016292,2692.4212249177112,0.1226159844746266,284.7970093981408,8,C2_BEACON
8080,353995.27635320445,333.6789218325479,7.370175236826321,431.3477983491372,8,BRUTE_FORCE
4444,340178.5268538024,106.320799550166,63.74386652425014,742.4176845320786,9,C2_BEACON
22,58423.29079747915,3.4905827684747766,2.1523058045006347,176.97910976735415,10,BRUTE_FORCE
1337,1180.2129499391287,141.85137595928617,57.31380567729976,100.47160132766953,4,BRUTE_FORCE
3389,493779.79709755426,600.9136632027985,29.580513238041938,666.1419199209635,12,EXFILTRATION
3389,454437.1231928504,164.1051878914828,3.44255209654457,771.4246495115092,9,EXFILTRATION
3389,515393.81072370143,129.1567727410419,67.36617194653951,20.324492308580624,8,EXFILTRATION
53,469910.3652250052,3322.406343817709,4396.245150453582,7.954827407183282,2,NORMAL
3389,71937.63315517794,163.97199833067035,3.512250346583182,197.52524984836202,5,PORTSCAN
3389,213707.9697554964,756.3193288627948,1.2460176141893935,227.6901250527804,12,C2_BEACON
3389,124009.70582012285,231.16919574202328,1.0182845329204915,668.3294517502648,9,EXFILTRATION
443,5413832.676009014,967.8512466737541,5024.383535849145,16.718463554538815,1,NORMAL
1337,53483.0745700868,420.8399417248285,23.842930480753502,124.1989276414685,6,C2_BEACON
443,1704078.0668816438,7253.8123734178525,2443.021600974113,51.23721470218282,0,NORMAL
8080,305604.0763677606,69.39898238448035,31.461332615250356,1070.5013167524467,2,C2_BEACON
22,102745.30004866325,311.0264323082946,5.716460428098455,109.12861892710929,6,EXFILTRATION
25,3166637.906073686,354.83696474065863,1681.8152046445477,0.16611084305614982,1,NORMAL
3389,158619.69395634756,19.449028535504826,205.22125196516978,459.19239224824236,7,C2_BEACON
53,8176274.405433673,895.7497643683797,1016.7840165973671,9.407514926444382,1,NORMAL
443,14877753.202898802,68.4555794726834,2388.609811054233,13.235305391936361,0,NORMAL
1337,301313.9444449469,33.260030153108886,3.024176158253579,666.4804894384972,5,PORTSCAN
4444,428629.1549742538,1839.9783400494282,0.28399425717221816,1064.744122887034,3,BRUTE_FORCE
25,2872677.7787232525,242.25886134000933,9386.546576543922,75.7123107492197,0,NORMAL
1337,91356.0351029292,36.82915618858223,629.0378162949245,24.59724127783581,10,EXFILTRATION
443,4230408.628003247,1221.3345692997295,894.1213364307316,45.05277707147684,1,NORMAL
53,4051729.9694791776,21.706239382855152,1841.972328003735,7.9226281128204015,2,NORMAL
4444,106660.41644181874,33.489752588489395,14.531332351270178,115.39168755283698,11,C2_BEACON
1337,85587.96082042882,16.07414593936566,46.276196984193355,262.7713448589154,9,BRUTE_FORCE
22,467005.17216537206,166.4373458227575,95.97479310939313,225.24345432635064,9,BRUTE_FORCE
25,339257.4277843581,369.4838338058264,2447.796372857466,18.370614545938736,0,NORMAL
110,1960247.8314211715,1897.0720015691738,3953.595125005532,55.31267113927355,0,NORMAL
25,840228.8021477625,397.97697730562584,10577.016339074467,16.659012844233505,0,NORMAL
53,5936727.914885518,2280.5028047954725,3574.0670842010127,23.637662614669306,1,NORMAL
443,4994591.6356369965,213.49149179418757,18389.70250864242,52.44553242173021,1,NORMAL
8080,261683.70308835228,87.90664363307576,22.37126255688903,62.82652570598034,10,BRUTE_FORCE
443,14350797.120424906,694.3722265196334,634.4392215683362,49.685743553642794,4,NORMAL
53,2364524.1906199227,1487.8470255626466,7368.91350666293,2.102455009651511,0,NORMAL
443,9345737.065125521,860.3450576249685,1598.3552543726555,69.9352446433395,2,NORMAL
4444,262624.03596781445,45.49519452196992,140.16829001770378,855.5333454182694,5,C2_BEACON
53,4908550.470250957,4335.582569340369,293.2875405936883,31.3061400925358,0,NORMAL
8080,34790.22778602967,149.8612404760825,59.74519632023167,160.81409626287694,8,C2_BEACON
8080,90603.30055972833,70.81608228573369,4.124362959338163,782.5316437636005,7,C2_BEACON
80,330931.51720620046,483.129617629807,1012.9908062965435,12.425627251873433,0,NORMAL
1337,245034.6660634435,899.7284683675845,23.195663910522924,315.14915238812614,6,BRUTE_FORCE
110,3004107.208123303,1058.4701176262954,442.2036011461989,8.470601314161295,1,NORMAL
22,248967.11862090486,38.287749187903906,7.250108066305409,16.57188546188498,4,EXFILTRATION
110,1578176.449302172,372.31227096473924,20830.851708057908,104.43192520389941,3,NORMAL
110,4117990.470082657,339.12528366939995,2385.9240210218345,1.6137535181301497,3,NORMAL
443,2712948.9484861735,220.58222436025147,1136.769277960383,0.21421445673811282,2,NORMAL
8080,71448.19499043844,266.42578060674055,21.383983901821274,493.0881538031306,12,BRUTE_FORCE
3389,193169.01891743747,32.01124943071771,82.66908132976666,510.6074262462179,9,PORTSCAN
443,36925.15984712801,414.8171339587632,11490.742382796916,171.21270597890498,1,NORMAL
25,415359.7691492223,2287.3108679505635,6314.293805128587,13.354866882420147,0,NORMAL
4444,308294.28289873624,11926.26003499565,98.84719894503866,402.44860743422066,4,EXFILTRATION
1337,10784.86358032022,135.86063599928403,25.261190097354955,92.44361383519039,6,C2_BEACON
80,939633.4479360585,2881.732666118898,1627.437156050394,11.248194899456331,1,NORMAL
25,380333.4681005056,5873.346908400858,1021.5149390191677,26.760371773490597,1,NORMAL
110,14322010.1145545,1411.1988272675474,13931.394115569086,41.43562407693284,1,NORMAL
80,2462076.496909344,775.8007550198804,26751.620098769716,59.69182187221156,0,NORMAL
1337,454781.57031406264,3.215783710102523,20.42555585676734,999.5809069284477,9,EXFILTRATION
3389,35013.86659637488,40.102688935270535,103.94803261110252,12.328825223255052,7,PORTSCAN
1337,23806.73185643557,64.83308453219009,129.6150365854131,310.88574014092933,7,PORTSCAN
25,2701227.3932976783,606.3967923291425,209.11371124189765,22.38079975132116,1,NORMAL
4444,691729.745791568,72.91502842305985,12.127858059619687,135.61614488216318,12,BRUTE_FORCE
22,41743.08966129265,302.09881385480094,10.432486769839398,401.139558580944,3,BRUTE_FORCE
25,6044911.679935314,2702.9290885680257,8425.744390737846,173.3124650374044,0,NORMAL
22,595467.8009020983,924.3943295253644,0.24830869293913163,16.26437565763444,9,PORTSCAN
3389,828952.0523703466,20.441573634238118,34.4482794968047,61.22072094705184,2,PORTSCAN
1337,82029.1474626048,5.340928325480482,3.820793252469361,136.89409247366493,6,PORTSCAN
25,7317633.943115004,676.1002491197727,61661.259756811305,60.543872334624005,0,NORMAL
3389,168046.28192663885,28.384145837900622,2.9195420432857255,2540.4344631126405,4,EXFILTRATION
22,105076.40343890767,777.8933362830293,0.28478253477301213,82.6793603865665,7,C2_BEACON
22,21267.010709002876,3409.0757939917785,1.393979183719295,1307.5185105783125,8,PORTSCAN
8080,117143.43196512153,40.653584960005475,33.44050031863946,163.9894622728583,5,BRUTE_FORCE
53,2531606.359255136,119.3894597006659,506.0692262477446,0.3649779274911332,1,NORMAL
443,2284228.151977149,235.91446658746614,2494.602604442011,1.9966150212419442,3,NORMAL
25,2541467.179883082,1890.2414846113197,6121.560758368715,18.2399695165811,2,NORMAL
25,3009069.3935858947,1242.2299538804825,12823.674022543684,12.590843519633484,1,NORMAL
3389,77243.71654154945,116.98238319653385,85.16579969761655,751.3676783629033,6,EXFILTRATION
4444,141068.58895166795,30.626568072403074,65.68141364416337,18.376573620790246,4,BRUTE_FORCE
3389,238639.53574089124,4018.2208071471737,661.3131091992748,1307.6082366099597,9,BRUTE_FORCE
110,13529730.859301144,1118.2786303456041,6216.075160913611,179.16232048305864,2,NORMAL
1337,39558.00691174384,10493.133861092727,0.26813038732772315,1935.209616318675,7,C2_BEACON
1337,232313.51553263297,877.0417576992959,38.78154540627832,218.72113841286009,5,C2_BEACON
8080,199062.38388827498,165.6934971686149,10.63952469071032,250.89612819781271,3,PORTSCAN
8080,582931.5451218033,1.4074823352959542,2.419067273189802,629.6103236600119,10,PORTSCAN
25,5903238.627443741,1114.7375131127644,22168.998493767962,64.76173641417353,1,NORMAL
1337,20059.456599417506,23.109336818203865,1231.6574609880604,77.31461761480482,8,BRUTE_FORCE
4444,197152.39632135956,133.8765522919472,24.98438189709859,21.145029368763435,7,EXFILTRATION
53,2508333.399842411,3891.9330966767147,1106.6087634552623,62.00718732967633,0,NORMAL
3389,165473.14341391547,110.81721492675301,12.253554034112456,212.6108266556675,6,PORTSCAN
443,5247167.024622109,287.8172741187007,555.126587950588,49.836134557060106,3,NORMAL
53,1496018.232280249,1284.4602864774204,5134.037100755997,330.52787903502167,3,NORMAL
4444,160272.75241402362,23.74222160164841,2.604037345898693,25.71647665830534,9,PORTSCAN
3389,143780.2288992072,12.599706601304357,20.384002119723675,268.9504813296706,10,PORTSCAN
4444,166926.86100239394,13.31455242675185,27.70479453315237,66.55890631171741,4,BRUTE_FORCE
110,389244.72283941135,1425.8207486325384,1475.65771453158,0.4968537304061217,0,NORMAL
8080,273081.359753618,211.37739964682305,103.37953651473234,98.08127693619639,13,BRUTE_FORCE
1337,138738.6782751629,324.89062444108873,3.0105959036404877,113.3690870803777,8,EXFILTRATION
